t,queue_length,active,arrived,handled,completed,timed_out,rejected,avg_latency,slowdown,drop_p
1024,0,13,0,0,4,0,0,172,1.3766595972271205,0
1040,0,9,2,2,2,0,0,80,1.3793859861618367,0
1056,0,9,2,2,1,0,0,48,1.3821177261609647,0
1072,0,10,1,1,0,0,0,NaN,1.3848548275340513,0
1088,0,11,0,0,1,0,0,32,1.3875973006097957,0
1104,0,10,4,4,1,0,0,64,1.39034515573609,0
1120,0,13,3,3,0,0,0,NaN,1.393098403280048,0
1136,0,16,0,0,3,0,0,53.333333333333336,1.3958570536280397,0
1152,0,13,3,3,0,0,0,NaN,1.3986211171857252,0
1168,0,16,0,0,3,0,0,117.33333333333333,1.4013906043780846,0
1184,0,13,1,1,1,0,0,80,1.4041655256494547,0
1200,0,13,1,1,3,0,0,96,1.4069458914635615,0
1216,0,11,0,0,1,0,0,32,1.409731712303555,0
1232,0,10,6,6,1,0,0,80,1.4125229986720407,0
1248,0,15,1,1,0,0,0,NaN,1.4153197610911101,0
1264,0,16,1,1,2,0,0,48,1.4181220101023817,0
1280,0,15,1,1,2,0,0,136,1.4209297562670298,0
1296,0,14,1,1,1,0,0,64,1.42374301016582,0
1312,0,14,1,1,2,0,0,64,1.4265617823991406,0
1328,0,13,0,0,0,0,0,NaN,1.4293860835870367,0
1344,0,13,3,3,2,0,0,88,1.4322159243692483,0
1360,0,14,1,1,2,0,0,568,1.4350513154052384,0
1376,0,13,1,1,1,0,0,64,1.4378922673742314,0
1392,0,13,15,15,1,0,0,48,1.440738790975245,0
1408,0,27,5,5,4,0,0,92,1.4435908969271214,0
1424,0,28,1,1,6,0,0,162.66666666666666,1.4464485959685691,0
1440,0,23,0,0,4,0,0,40,1.4493118988581877,0
1456,0,19,2,2,2,0,0,80,1.452180816374511,0
1472,0,19,3,3,2,0,0,72,1.4550553593160342,0
1488,0,20,1,1,3,0,0,138.66666666666666,1.4579355385012496,0
1504,0,18,1,1,2,0,0,72,1.460821364768685,0
1520,0,17,1,1,3,0,0,96,1.463712848976934,0
1536,0,15,3,3,1,0,0,64,1.4666100020046917,0
1552,0,17,1,1,4,0,0,112,1.4695128347507909,0
1568,0,14,0,0,0,0,0,NaN,1.472421358134229,0
1584,0,14,5,5,1,0,0,128,1.4753355830942145,0
1600,0,18,0,0,2,0,0,232,1.4782555205901922,0
1616,0,16,2,2,2,0,0,32,1.4811811816018832,0
1632,0,16,0,0,2,0,0,96,1.4841125771293164,0
1648,0,14,3,3,1,0,0,64,1.4870497181928617,0
1664,0,16,1,1,1,0,0,80,1.4899926158332721,0
1680,0,16,3,3,1,0,0,32,1.492941281111711,0
1696,0,18,1,1,1,0,0,224,1.4958957251097913,0
1712,0,18,5,5,1,0,0,64,1.4988559589296089,0
1728,0,22,1,1,1,0,0,48,1.5018219936937756,0
1744,0,22,3,3,1,0,0,32,1.5047938405454597,0
1760,0,24,1,1,0,0,0,NaN,1.5077715106484157,0
1776,0,25,5,5,0,0,0,NaN,1.5107550151870226,0
1792,0,30,0,0,4,0,0,332,1.513744365366319,0
1808,0,26,1,1,1,0,0,48,1.5167395724120332,0
1824,0,26,2,2,3,0,0,122.66666666666667,1.5197406475706274,0
1840,0,25,1,1,5,0,0,102.4,1.5227476021093262,0
1856,0,21,0,0,5,0,0,195.2,1.5257604473161546,0
1872,0,16,1,1,1,0,0,32,1.528779194499974,0
1888,0,16,1,1,0,0,0,NaN,1.5318038549905129,0
1904,0,17,1,1,0,0,0,NaN,1.5348344401384113,0
1920,0,18,0,0,5,0,0,224,1.5378709613152481,0
1936,0,13,1,1,1,0,0,240,1.5409134299135807,0
1952,0,13,0,0,3,0,0,213.33333333333334,1.5439618573469818,0
1968,0,10,0,0,1,0,0,32,1.5470162550500692,0
1984,0,9,1,1,0,0,0,NaN,1.5500766344785486,0
2000,0,10,0,0,1,0,0,336,1.553143007109246,0
2016,0,9,3,3,1,0,0,112,1.5562153844401438,0
2032,0,11,10,10,0,0,0,NaN,1.5592937779904188,0
2048,0,21,1,1,3,0,0,32,1.5623781993004724,0
2064,0,19,4,4,3,0,0,170.66666666666666,1.5654686599319743,0
2080,0,20,3,3,1,0,0,16,1.5685651714678945,0
2096,0,22,2,2,3,0,0,181.33333333333334,1.571667745512539,0
2112,0,21,4,4,0,0,0,NaN,1.5747763936915886,0
2128,0,25,19,19,0,0,0,NaN,1.5778911276521301,0
2144,0,44,1,1,8,0,0,288,1.5810119590627,0
2160,0,37,2,2,2,0,0,96,1.5841388996133146,0
2176,0,37,5,5,3,0,0,53.333333333333336,1.5872719610155095,0
2192,0,39,1,1,8,0,0,136,1.5904111550023767,0
2208,0,32,1,1,3,0,0,64,1.5935564933285957,0
2224,0,30,0,0,2,0,0,72,1.596707987770477,0
2240,0,28,4,4,2,0,0,120,1.599865650125996,0
2256,0,30,1,1,2,0,0,320,1.603029492214827,0
2272,0,29,1,1,5,0,0,115.2,1.6061995258783868,0
2288,0,25,1,1,2,0,0,168,1.609375762979861,0
2304,0,24,1,1,3,0,0,160,1.6125582154042508,0
2320,0,22,1,1,0,0,0,NaN,1.6157468950584044,0
2336,0,23,3,3,4,0,0,480,1.6189418138710565,0
2352,0,22,0,0,3,0,0,117.33333333333333,1.6221429837928647,0
2368,0,19,3,3,2,0,0,80,1.6253504167964412,0
2384,0,20,1,1,2,0,0,104,1.6285641248764005,0
2400,0,19,4,4,1,0,0,224,1.6317841200493866,0
2416,0,22,0,0,1,0,0,288,1.6350104143541169,0
2432,0,21,1,1,1,0,0,64,1.6382430198514168,0
2448,0,21,3,3,3,0,0,304,1.6414819486242518,0
2464,0,21,1,1,1,0,0,16,1.6447272127777754,0
2480,0,21,0,0,2,0,0,232,1.6479788244393598,0
2496,0,19,2,2,2,0,0,416,1.6512367957586334,0
2512,0,19,1,1,1,0,0,64,1.6545011389075208,0
2528,0,19,1,1,3,0,0,170.66666666666666,1.6577718660802756,0
2544,0,17,0,0,3,0,0,165.33333333333334,1.6610489894935252,0
2560,0,14,3,3,3,0,0,128,1.6643325213863012,0
2576,0,14,1,1,2,0,0,136,1.6676224740200838,0
2592,0,13,4,4,0,0,0,NaN,1.6709188596788347,0
2608,0,17,1,1,0,0,0,NaN,1.6742216906690326,0
2624,0,18,2,2,0,0,0,NaN,1.6775309793197204,0
2640,0,20,1,1,4,0,0,360,1.6808467379825338,0
2656,0,17,1,1,2,0,0,88,1.6841689790317445,0
2672,0,16,2,2,2,0,0,112,1.6874977148642978,0
2688,0,16,1,1,1,0,0,32,1.6908329578998427,0
2704,0,16,0,0,1,0,0,32,1.6941747205807838,0
2720,0,15,1,1,3,0,0,314.6666666666667,1.6975230153723104,0
2736,0,13,1,1,4,0,0,160,1.700877854762435,0
2752,0,10,1,1,1,0,0,112,1.7042392512620361,0
2768,0,10,1,1,3,0,0,165.33333333333334,1.7076072174048884,0
2784,0,8,2,2,0,0,0,NaN,1.710981765747711,0
2800,0,10,4,4,0,0,0,NaN,1.7143629088701982,0
2816,0,14,4,4,3,0,0,53.333333333333336,1.7177506593750633,0
2832,0,15,1,1,3,0,0,42.666666666666664,1.7211450298880737,0
2848,0,13,0,0,0,0,0,NaN,1.7245460330580868,0
2864,0,13,1,1,3,0,0,117.33333333333333,1.727953681557098,0
2880,0,11,0,0,1,0,0,80,1.7313679880802695,0
2896,0,10,2,2,2,0,0,192,1.7347889653459738,0
2912,0,10,1,1,0,0,0,NaN,1.7382166260958343,0
2928,0,11,2,2,1,0,0,64,1.7416509830947569,0
2944,0,12,1,1,0,0,0,NaN,1.7450920491309758,0
2960,0,13,1,1,1,0,0,64,1.7485398370160912,0
2976,0,13,1,1,0,0,0,NaN,1.7519943595851044,0
2992,0,14,3,3,0,0,0,NaN,1.7554556296964647,0
3008,0,17,5,5,1,0,0,80,1.7589236602320952,0
3024,0,21,1,1,3,0,0,245.33333333333334,1.7623984640974468,0
3040,0,19,0,0,2,0,0,48,1.7658800542215283,0
3056,0,17,1,1,1,0,0,48,1.7693684435569468,0
3072,0,17,1,1,6,0,0,309.3333333333333,1.7728636450799506,0
3088,0,12,5,5,2,0,0,88,1.7763656717904652,0
3104,0,15,2,2,2,0,0,128,1.779874536712131,0
3120,0,15,2,2,1,0,0,16,1.7833902528923489,0
3136,0,16,1,1,1,0,0,48,1.786912833402313,0
3152,0,16,1,1,0,0,0,NaN,1.790442291337056,0
3168,0,17,0,0,3,0,0,85.33333333333333,1.7939786398154867,0
3184,0,14,1,1,1,0,0,80,1.7975218919804223,0
3200,0,14,1,1,4,0,0,240,1.8010720609986433,0
3216,0,11,4,4,6,0,0,144,1.80462916006092,0
3232,0,9,1,1,0,0,0,NaN,1.8081932023820577,0
3248,0,10,2,2,3,0,0,74.66666666666667,1.8117642012009387,0
3264,0,9,1,1,2,0,0,56,1.8153421697805536,0
3280,0,8,0,0,2,0,0,56,1.8189271214080522,0
3296,0,6,2,2,2,0,0,40,1.8225190693947757,0
3312,0,6,1,1,0,0,0,NaN,1.8261180270763018,0
3328,0,7,1,1,0,0,0,NaN,1.829724007812481,0
3344,0,8,1,1,1,0,0,256,1.833337024987476,0
3360,0,8,0,0,3,0,0,106.66666666666667,1.836957092009807,0
3376,0,5,6,6,0,0,0,NaN,1.8405842223123892,0
3392,0,11,3,3,2,0,0,56,1.8442184293525707,0
3408,0,12,0,0,1,0,0,32,1.847859726612179,0
3424,0,11,1,1,2,0,0,48,1.8515081275975527,0
3440,0,10,13,13,1,0,0,96,1.8551636458395886,0
3456,0,22,2,2,3,0,0,90.66666666666667,1.858826294893782,0
3472,0,21,1,1,3,0,0,32,1.8624960883402657,0
3488,0,19,0,0,4,0,0,60,1.8661730397838503,0
3504,0,15,2,2,2,0,0,80,1.869857162854062,0
3520,0,15,1,1,4,0,0,80,1.873548471205192,0
3536,0,12,1,1,2,0,0,88,1.8772469785163277,0
3552,0,11,0,0,2,0,0,88,1.8809526984914002,0
3568,0,9,0,0,2,0,0,96,1.8846656448592232,0
3584,0,7,5,5,1,0,0,80,1.8883858313735296,0
3600,0,11,1,1,0,0,0,NaN,1.8921132718130198,0
3616,0,12,7,7,0,0,0,NaN,1.8958479799813988,0
3632,0,19,1,1,1,0,0,32,1.8995899697074172,0
3648,0,19,4,4,3,0,0,101.33333333333333,1.903339254844916,0
3664,0,20,2,2,0,0,0,NaN,1.9070958492728578,0
3680,0,22,1,1,6,0,0,258.6666666666667,1.9108597668953822,0
3696,0,17,3,3,2,0,0,80,1.914631021641836,0
3712,0,18,1,1,4,0,0,144,1.9184096274668196,0
3728,0,15,1,1,1,0,0,112,1.9221955983502312,0
3744,0,15,3,3,2,0,0,144,1.9259889482972947,0
3760,0,16,2,2,2,0,0,96,1.9297896913386208,0
3776,0,16,5,5,1,0,0,160,1.9335978415302342,0
3792,0,20,1,1,4,0,0,112,1.9374134129536205,0
3808,0,17,1,1,1,0,0,64,1.9412364197157685,0
3824,0,17,1,1,2,0,0,104,1.9450668759492062,0
3840,0,16,0,0,0,0,0,NaN,1.948904795812052,0
3856,0,16,1,1,2,0,0,80,1.9527501934880491,0
3872,0,15,0,0,2,0,0,72,1.9566030831866106,0
3888,0,13,5,5,1,0,0,112,1.9604634791428617,0
3904,0,17,2,2,0,0,0,NaN,1.964331395617676,0
3920,0,19,0,0,4,0,0,180,1.9682068468977263,0
3936,0,15,33,33,0,0,0,NaN,1.9720898472955226,0
3952,0,48,1,1,3,0,0,90.66666666666667,1.975980411149453,0
3968,0,46,0,0,3,0,0,128,1.9798785528238294,0
3984,0,43,1,1,7,0,0,105.14285714285714,1.9837842867089217,0
4000,0,37,1,1,4,0,0,84,1.9876976272210125,0
4016,0,34,0,0,7,0,0,98.28571428571429,1.991618588802429,0
4032,0,27,1,1,1,0,0,96,1.9955471859215914,0
4048,0,27,1,1,1,0,0,320,1.9994834330730522,0
4064,0,27,0,0,4,0,0,124,2.0034273447775393,0
4080,0,23,2,2,1,0,0,144,2.007378935582001,0
4096,0,24,2,2,1,0,0,160,2.0113382200596437,0
4112,0,25,1,1,0,0,0,NaN,2.0153052128099813,0
4128,0,26,0,0,0,0,0,NaN,2.01927992845887,0
4144,0,26,5,5,1,0,0,208,2.0232623816585598,0
4160,0,30,2,2,3,0,0,133.33333333333334,2.0272525870877285,0
4176,0,29,4,4,1,0,0,96,2.031250559451532,0
4192,0,32,1,1,3,0,0,106.66666666666667,2.035256313481644,0
4208,0,30,1,1,3,0,0,218.66666666666666,2.0392698639362967,0
4224,0,28,4,4,2,0,0,96,2.04329122560033,0
4240,0,30,0,0,2,0,0,248,2.047320413285227,0
4256,0,28,0,0,3,0,0,165.33333333333334,2.051357441829162,0
4272,0,25,2,2,4,0,0,336,2.055402326097047,0
4288,0,23,1,1,3,0,0,144,2.0594550809805647,0
4304,0,21,15,15,2,0,0,56,2.0635157213982236,0
4320,0,34,1,1,1,0,0,160,2.0675842622953895,0
4336,0,34,3,3,3,0,0,240,2.0716607186443388,0
4352,0,34,5,5,4,0,0,132,2.0757451054442986,0
4368,0,35,0,0,6,0,0,125.33333333333333,2.0798374377214874,0
4384,0,29,8,8,3,0,0,101.33333333333333,2.0839377305291644,0
4400,0,34,0,0,6,0,0,72,2.088045998947666,0
4416,0,28,1,1,2,0,0,72,2.0921622580844557,0
4432,0,27,1,1,8,0,0,88,2.0962865230741654,0
4448,0,20,1,1,2,0,0,64,2.100418809078639,0
4464,0,19,2,2,1,0,0,288,2.104559131286975,0
4480,0,20,1,1,2,0,0,56,2.108707504915574,0
4496,0,19,1,1,3,0,0,176,2.1128639452081797,0
4512,0,17,2,2,4,0,0,592,2.1170284674359237,0
4528,0,15,1,1,1,0,0,192,2.1212010868973676,0
4544,0,15,2,2,1,0,0,608,2.1253818189185516,0
4560,0,16,3,3,4,0,0,96,2.1295706788530384,0
4576,0,15,3,3,2,0,0,232,2.133767682081947,0
4592,0,16,1,1,3,0,0,325.3333333333333,2.137972844014014,0
4608,0,14,0,0,0,0,0,NaN,2.142186180085622,0
4624,0,14,2,2,1,0,0,80,2.146407705760856,0
4640,0,15,3,3,0,0,0,NaN,2.1506374365315417,0
4656,0,18,1,1,2,0,0,320,2.154875387917287,0
4672,0,17,1,1,1,0,0,128,2.159121575465536,0
4688,0,17,3,3,1,0,0,128,2.163376014751603,0
4704,0,19,1,1,0,0,0,NaN,2.1676387213787267,0
4720,0,20,1,1,0,0,0,NaN,2.1719097109781105,0
4736,0,21,4,4,0,0,0,NaN,2.1761889992089625,0
4752,0,25,9,9,4,0,0,108,2.1804766017585484,0
4768,0,30,2,2,4,0,0,348,2.1847725343422315,0
4784,0,28,3,3,2,0,0,32,2.189076812703521,0
4800,0,29,0,0,3,0,0,69.33333333333333,2.193389452614114,0
4816,0,26,3,3,2,0,0,120,2.1977104698739383,0
4832,0,27,0,0,3,0,0,101.33333333333333,2.202039880311206,0
4848,0,24,0,0,1,0,0,64,2.206377699782448,0
4864,0,23,1,1,2,0,0,248,2.210723944172567,0
4880,0,22,1,1,1,0,0,96,2.215078629394881,0
4896,0,22,0,0,1,0,0,128,2.219441771391163,0
4912,0,21,3,3,0,0,0,NaN,2.223813386131699,0
4928,0,24,3,3,0,0,0,NaN,2.2281934896153146,0
4944,0,27,1,1,2,0,0,96,2.232582097869439,0
4960,0,26,1,1,1,0,0,32,2.236979226950142,0
4976,0,26,2,2,2,0,0,176,2.241384892942174,0
4992,0,26,5,5,2,0,0,72,2.2457991119590246,0
5008,0,29,5,5,1,0,0,432,2.2502219001429564,0
5024,0,33,0,0,4,0,0,264,2.2546532736650575,0
5040,0,29,1,1,1,0,0,256,2.2590932487252866,0
5056,0,29,3,3,0,0,0,NaN,2.2635418415525135,0
5072,0,32,1,1,4,0,0,128,2.267999068404573,0
5088,0,29,1,1,2,0,0,264,2.272464945568303,0
5104,0,28,1,1,4,0,0,188,2.2769394893595947,0
5120,0,25,1,1,0,0,0,NaN,2.281422716123443,0
5136,0,26,1,1,4,0,0,448,2.2859146422339776,0
5152,0,23,3,3,1,0,0,144,2.2904152840945278,0
5168,0,25,1,1,5,0,0,211.2,2.294924658137656,0
5184,0,21,13,13,1,0,0,176,2.299442780825208,0
5200,0,33,9,9,3,0,0,101.33333333333333,2.3039696686483593,0
5216,0,39,1,1,6,0,0,274.6666666666667,2.308505338127661,0
5232,0,34,3,3,2,0,0,48,2.3130498058130855,0
5248,0,35,1,1,2,0,0,344,2.3176030882840726,0
5264,0,34,2,2,7,0,0,80,2.3221652021495793,0
5280,0,29,2,2,2,0,0,136,2.3267361640481248,0
5296,0,29,3,3,2,0,0,296,2.3313159906478322,0
5312,0,30,2,2,6,0,0,98.66666666666667,2.3359046986464818,0
5328,0,26,0,0,2,0,0,88,2.3405023047715545,0
5344,0,24,1,1,4,0,0,148,2.345108825780278,0
5360,0,21,1,1,2,0,0,152,2.349724278459678,0
5376,0,20,1,1,2,0,0,112,2.354348679626617,0
5392,0,19,1,1,2,0,0,168,2.35898204612785,0
5408,0,18,1,1,3,0,0,234.66666666666666,2.3636243948400617,0
5424,0,16,1,1,1,0,0,32,2.368275742669926,0
5440,0,16,0,0,3,0,0,101.33333333333333,2.372936106554144,0
5456,0,13,7,7,0,0,0,NaN,2.377605503459487,0
5472,0,20,1,1,2,0,0,616,2.3822839503828597,0
5488,0,19,0,0,3,0,0,282.6666666666667,2.3869714643513267,0
5504,0,16,5,5,3,0,0,138.66666666666666,2.39166806242218,0
5520,0,18,3,3,1,0,0,256,2.3963737616829723,0
5536,0,20,0,0,1,0,0,128,2.401088579251568,0
5552,0,19,0,0,1,0,0,48,2.405812532276192,0
5568,0,18,2,2,1,0,0,48,2.4105456379354795,0
5584,0,19,2,2,1,0,0,352,2.4152879134385157,0
5600,0,20,2,2,1,0,0,304,2.4200393760248913,0
5616,0,21,1,1,3,0,0,192,2.424800042964746,0
5632,0,19,1,1,3,0,0,181.33333333333334,2.4295699315588153,0
5648,0,17,0,0,3,0,0,133.33333333333334,2.4343490591384844,0
5664,0,14,1,1,3,0,0,202.66666666666666,2.439137443065826,0
5680,0,12,0,0,1,0,0,208,2.4439351007336594,0
5696,0,11,1,1,4,0,0,112,2.4487420495655856,0
5712,0,8,0,0,0,0,0,NaN,2.4535583070160487,0
5728,0,8,0,0,0,0,0,NaN,2.458383890570373,0
5744,0,8,1,1,0,0,0,NaN,2.463218817744818,0
5760,0,9,0,0,1,0,0,16,2.468063106086622,0
5776,0,8,1,1,1,0,0,272,2.4729167731740516,0
5792,0,8,2,2,0,0,0,NaN,2.4777798366164503,0
5808,0,10,2,2,4,0,0,400,2.4826523140542904,0
5824,0,8,1,1,0,0,0,NaN,2.48753422315921,0
5840,0,9,4,4,0,0,0,NaN,2.492425581634076,0
5856,0,13,4,4,0,0,0,NaN,2.4973264072130212,0
5872,0,17,6,6,0,0,0,NaN,2.5022367176614964,0
5888,0,23,1,1,2,0,0,240,2.507156530776323,0
5904,0,22,0,0,2,0,0,208,2.512085864385732,0
5920,0,20,3,3,2,0,0,88,2.5170247363494225,0
5936,0,21,1,1,1,0,0,128,2.5219731645586054,0
5952,0,21,0,0,2,0,0,120,2.5269311669360506,0
5968,0,19,1,1,4,0,0,168,2.531898761436142,0
5984,0,16,0,0,0,0,0,NaN,2.5368759660449154,0
6000,0,16,6,6,0,0,0,NaN,2.541862798780121,0
6016,0,22,0,0,3,0,0,122.66666666666667,2.5468592776912597,0
6032,0,19,0,0,2,0,0,120,2.5518654208596416,0
6048,0,17,1,1,2,0,0,48,2.556881246398429,0
6064,0,16,0,0,1,0,0,208,2.5619067724526863,0
6080,0,15,1,1,3,0,0,133.33333333333334,2.566942017199433,0
6096,0,13,3,3,3,0,0,165.33333333333334,2.5719869988476876,0
6112,0,13,3,3,0,0,0,NaN,2.577041735638518,0
6128,0,16,0,0,2,0,0,80,2.5821062458450954,0
6144,0,14,0,0,1,0,0,48,2.5871805477727365,0
6160,0,13,3,3,2,0,0,184,2.592264659758959,0
6176,0,14,1,1,2,0,0,176,2.597358600173527,0
6192,0,13,1,1,1,0,0,112,2.6024623874185,0
6208,0,13,3,3,0,0,0,NaN,2.6075760399282863,0
6224,0,16,1,1,1,0,0,112,2.612699576169689,0
6240,0,16,1,1,0,0,0,NaN,2.617833014641958,0
6256,0,17,1,1,2,0,0,128,2.622976373876837,0
6272,0,16,0,0,2,0,0,248,2.628129672438614,0
6288,0,14,1,1,1,0,0,80,2.6332929289241735,0
6304,0,14,0,0,0,0,0,NaN,2.6384661619630423,0
6320,0,14,1,1,1,0,0,160,2.643649390217445,0
6336,0,14,1,1,0,0,0,NaN,2.648842632382345,0
6352,0,15,8,8,1,0,0,96,2.654045907185502,0
6368,0,22,2,2,1,0,0,16,2.659259233387521,0
6384,0,23,1,1,2,0,0,344,2.6644826297818973,0
6400,0,22,0,0,1,0,0,48,2.669716115195075,0
6416,0,21,1,1,1,0,0,64,2.6749597084864876,0
6432,0,21,1,1,2,0,0,320,2.680213428548614,0
6448,0,20,1,1,1,0,0,160,2.6854772943070313,0
6464,0,20,0,0,1,0,0,128,2.6907513247204546,0
6480,0,19,1,1,1,0,0,272,2.6960355387807984,0
6496,0,19,0,0,2,0,0,112,2.7013299555132217,0
6512,0,17,4,4,3,0,0,128,2.706634593976176,0
6528,0,18,1,1,3,0,0,277.3333333333333,2.711949473261467,0
6544,0,16,5,5,1,0,0,176,2.717274612494286,0
6560,0,20,7,7,1,0,0,336,2.7226100308332817,0
6576,0,26,0,0,4,0,0,228,2.7279557474705936,0
6592,0,22,1,1,1,0,0,48,2.7333117816319126,0
6608,0,22,0,0,2,0,0,40,2.7386781525765276,0
6624,0,20,2,2,2,0,0,128,2.744054879597377,0
6640,0,20,1,1,0,0,0,NaN,2.7494419820211013,0
6656,0,21,1,1,4,0,0,156,2.7548394792080946,0
6672,0,18,2,2,1,0,0,112,2.7602473905525455,0
6688,0,19,1,1,1,0,0,64,2.765665735482504,0
6704,0,19,1,1,3,0,0,181.33333333333334,2.7710945334599195,0
6720,0,17,0,0,0,0,0,NaN,2.7765338039806964,0
6736,0,17,4,4,4,0,0,116,2.781983566574753,0
6752,0,17,1,1,1,0,0,240,2.787443840806053,0
6768,0,17,0,0,1,0,0,16,2.79291464627268,0
6784,0,16,1,1,1,0,0,544,2.798396002606868,0
6800,0,16,3,3,1,0,0,64,2.8038879294750694,0
6816,0,18,3,3,1,0,0,128,2.809390446577998,0
6832,0,20,3,3,3,0,0,384,2.814903573650674,0
6848,0,20,0,0,1,0,0,192,2.8204273304624934,0
6864,0,19,1,1,1,0,0,32,2.825961736817261,0
6880,0,19,1,1,3,0,0,74.66666666666667,2.8315068125532528,0
6896,0,17,3,3,4,0,0,280,2.837062577543266,0
6912,0,16,0,0,1,0,0,112,2.842629051694666,0
6928,0,15,3,3,1,0,0,816,2.8482062549494427,0
6944,0,17,1,1,3,0,0,202.66666666666666,2.8537942072842593,0
6960,0,15,1,1,4,0,0,172,2.859392928710507,0
6976,0,12,2,2,2,0,0,112,2.8650024392743574,0
6992,0,12,13,13,1,0,0,160,2.8706227590568067,0
7008,0,24,2,2,3,0,0,85.33333333333333,2.8762539081737364,0
7024,0,23,0,0,2,0,0,432,2.8818959067759593,0
7040,0,21,4,4,0,0,0,NaN,2.887548775049277,0
7056,0,25,1,1,0,0,0,NaN,2.8932125332145286,0
7072,0,26,3,3,0,0,0,NaN,2.89888720152764,0
7088,0,29,10,10,3,0,0,122.66666666666667,2.904572800279681,0
7104,0,36,1,1,1,0,0,112,2.910269349796917,0
7120,0,36,1,1,6,0,0,69.33333333333333,2.915976870440856,0
7136,0,31,2,2,4,0,0,196,2.9216953826083114,0
7152,0,29,1,1,3,0,0,133.33333333333334,2.927424906731437,0
7168,0,27,5,5,3,0,0,96,2.9331654632777995,0
7184,0,29,1,1,1,0,0,112,2.9389170727504146,0
7200,0,29,2,2,1,0,0,304,2.944679755687811,0
