t,queue_length,active,arrived,handled,completed,timed_out,rejected,avg_latency,slowdown,drop_p
4992,0,9,2,2,2,0,0,288,2.2457991119590246,0
5008,0,9,1,1,0,0,0,NaN,2.2502219001429564,0
5024,0,10,1,1,0,0,0,NaN,2.2546532736650575,0
5040,0,11,0,0,1,0,0,832,2.2590932487252866,0
5056,0,10,3,3,3,0,0,112,2.2635418415525135,0
5072,0,10,0,0,0,0,0,NaN,2.267999068404573,0
5088,0,10,2,2,0,0,0,NaN,2.272464945568303,0
5104,0,12,3,3,0,0,0,NaN,2.2769394893595947,0
5120,0,15,1,1,2,0,0,96,2.281422716123443,0
5136,0,14,1,1,5,0,0,166.4,2.2859146422339776,0
5152,0,10,2,2,0,0,0,NaN,2.2904152840945278,0
5168,0,12,0,0,0,0,0,NaN,2.294924658137656,0
5184,0,12,1,1,2,0,0,168,2.299442780825208,0
5200,0,11,0,0,0,0,0,NaN,2.3039696686483593,0
5216,0,11,1,1,0,0,0,NaN,2.308505338127661,0
5232,0,12,3,3,1,0,0,80,2.3130498058130855,0
5248,0,14,1,1,0,0,0,NaN,2.3176030882840726,0
5264,0,15,0,0,3,0,0,128,2.3221652021495793,0
5280,0,12,0,0,1,0,0,224,2.3267361640481248,0
5296,0,11,1,1,3,0,0,160,2.3313159906478322,0
5312,0,9,0,0,1,0,0,16,2.3359046986464818,0
5328,0,8,7,7,0,0,0,NaN,2.3405023047715545,0
5344,0,15,6,6,1,0,0,256,2.345108825780278,0
5360,0,20,1,1,1,0,0,16,2.349724278459678,0
5376,0,20,6,6,1,0,0,192,2.354348679626617,0
5392,0,25,3,3,4,0,0,56,2.35898204612785,0
5408,0,24,1,1,2,0,0,56,2.3636243948400617,0
5424,0,23,0,0,4,0,0,56,2.368275742669926,0
5440,0,19,2,2,1,0,0,96,2.372936106554144,0
5456,0,20,0,0,0,0,0,NaN,2.377605503459487,0
5472,0,20,1,1,3,0,0,160,2.3822839503828597,0
5488,0,18,2,2,3,0,0,133.33333333333334,2.3869714643513267,0
5504,0,17,1,1,2,0,0,264,2.39166806242218,0
5520,0,16,2,2,1,0,0,288,2.3963737616829723,0
5536,0,17,11,11,2,0,0,56,2.401088579251568,0
5552,0,26,1,1,1,0,0,32,2.405812532276192,0
5568,0,26,0,0,2,0,0,40,2.4105456379354795,0
5584,0,24,3,3,6,0,0,101.33333333333333,2.4152879134385157,0
5600,0,21,1,1,4,0,0,132,2.4200393760248913,0
5616,0,18,1,1,2,0,0,80,2.424800042964746,0
5632,0,17,0,0,2,0,0,152,2.4295699315588153,0
5648,0,15,1,1,1,0,0,48,2.4343490591384844,0
5664,0,15,0,0,0,0,0,NaN,2.439137443065826,0
5680,0,15,1,1,1,0,0,64,2.4439351007336594,0
5696,0,15,1,1,0,0,0,NaN,2.4487420495655856,0
5712,0,16,3,3,0,0,0,NaN,2.4535583070160487,0
5728,0,19,0,0,1,0,0,144,2.458383890570373,0
5744,0,18,5,5,1,0,0,640,2.463218817744818,0
5760,0,22,1,1,2,0,0,136,2.468063106086622,0
5776,0,21,2,2,4,0,0,176,2.4729167731740516,0
5792,0,19,3,3,1,0,0,48,2.4777798366164503,0
5808,0,21,1,1,5,0,0,147.2,2.4826523140542904,0
5824,0,17,1,1,2,0,0,384,2.48753422315921,0
5840,0,16,1,1,1,0,0,304,2.492425581634076,0
5856,0,16,1,1,1,0,0,64,2.4973264072130212,0
5872,0,16,4,4,1,0,0,80,2.5022367176614964,0
5888,0,19,0,0,5,0,0,288,2.507156530776323,0
5904,0,14,1,1,2,0,0,72,2.512085864385732,0
5920,0,13,2,2,2,0,0,88,2.5170247363494225,0
5936,0,13,2,2,3,0,0,256,2.5219731645586054,0
5952,0,12,1,1,1,0,0,416,2.5269311669360506,0
5968,0,12,1,1,1,0,0,32,2.531898761436142,0
5984,0,12,4,4,3,0,0,149.33333333333334,2.5368759660449154,0
6000,0,13,6,6,0,0,0,NaN,2.541862798780121,0
6016,0,19,2,2,3,0,0,80,2.5468592776912597,0
6032,0,18,1,1,1,0,0,320,2.5518654208596416,0
6048,0,18,0,0,3,0,0,42.666666666666664,2.556881246398429,0
6064,0,15,2,2,1,0,0,80,2.5619067724526863,0
6080,0,16,3,3,2,0,0,96,2.566942017199433,0
6096,0,17,4,4,0,0,0,NaN,2.5719869988476876,0
6112,0,21,2,2,2,0,0,176,2.577041735638518,0
6128,0,21,1,1,1,0,0,48,2.5821062458450954,0
6144,0,21,2,2,0,0,0,NaN,2.5871805477727365,0
6160,0,23,1,1,0,0,0,NaN,2.592264659758959,0
6176,0,24,3,3,1,0,0,32,2.597358600173527,0
6192,0,26,2,2,3,0,0,186.66666666666666,2.6024623874185,0
6208,0,25,5,5,2,0,0,176,2.6075760399282863,0
6224,0,28,2,2,0,0,0,NaN,2.612699576169689,0
6240,0,30,0,0,2,0,0,128,2.617833014641958,0
6256,0,28,2,2,1,0,0,176,2.622976373876837,0
6272,0,29,0,0,4,0,0,68,2.628129672438614,0
6288,0,25,1,1,4,0,0,228,2.6332929289241735,0
6304,0,22,0,0,1,0,0,128,2.6384661619630423,0
6320,0,21,0,0,2,0,0,144,2.643649390217445,0
6336,0,19,1,1,2,0,0,208,2.648842632382345,0
6352,0,18,1,1,1,0,0,64,2.654045907185502,0
6368,0,18,1,1,1,0,0,112,2.659259233387521,0
6384,0,18,2,2,1,0,0,16,2.6644826297818973,0
6400,0,19,0,0,2,0,0,192,2.669716115195075,0
6416,0,17,0,0,4,0,0,392,2.6749597084864876,0
6432,0,13,0,0,2,0,0,264,2.680213428548614,0
6448,0,11,1,1,0,0,0,NaN,2.6854772943070313,0
6464,0,12,0,0,0,0,0,NaN,2.6907513247204546,0
6480,0,12,4,4,0,0,0,NaN,2.6960355387807984,0
6496,0,16,0,0,4,0,0,212,2.7013299555132217,0
6512,0,12,1,1,0,0,0,NaN,2.706634593976176,0
6528,0,13,2,2,0,0,0,NaN,2.711949473261467,0
6544,0,15,2,2,0,0,0,NaN,2.717274612494286,0
6560,0,17,2,2,4,0,0,180,2.7226100308332817,0
6576,0,15,1,1,2,0,0,248,2.7279557474705936,0
6592,0,14,2,2,1,0,0,416,2.7333117816319126,0
6608,0,15,1,1,1,0,0,64,2.7386781525765276,0
6624,0,15,2,2,2,0,0,560,2.744054879597377,0
6640,0,15,0,0,0,0,0,NaN,2.7494419820211013,0
6656,0,15,1,1,2,0,0,40,2.7548394792080946,0
6672,0,14,1,1,2,0,0,416,2.7602473905525455,0
6688,0,13,1,1,0,0,0,NaN,2.765665735482504,0
6704,0,14,0,0,0,0,0,NaN,2.7710945334599195,0
6720,0,14,5,5,2,0,0,112,2.7765338039806964,0
6736,0,17,2,2,1,0,0,640,2.781983566574753,0
6752,0,18,5,5,0,0,0,NaN,2.787443840806053,0
6768,0,23,0,0,1,0,0,96,2.79291464627268,0
6784,0,22,4,4,3,0,0,106.66666666666667,2.798396002606868,0
6800,0,23,7,7,2,0,0,96,2.8038879294750694,0
6816,0,28,0,0,4,0,0,108,2.809390446577998,0
6832,0,24,2,2,2,0,0,432,2.814903573650674,0
6848,0,24,4,4,2,0,0,48,2.8204273304624934,0
6864,0,26,5,5,3,0,0,80,2.825961736817261,0
6880,0,28,2,2,0,0,0,NaN,2.8315068125532528,0
6896,0,30,1,1,2,0,0,120,2.837062577543266,0
6912,0,29,4,4,1,0,0,128,2.842629051694666,0
6928,0,32,1,1,5,0,0,204.8,2.8482062549494427,0
6944,0,28,0,0,3,0,0,218.66666666666666,2.8537942072842593,0
6960,0,25,4,4,1,0,0,48,2.859392928710507,0
6976,0,28,2,2,2,0,0,72,2.8650024392743574,0
6992,0,28,2,2,3,0,0,101.33333333333333,2.8706227590568067,0
7008,0,27,1,1,5,0,0,144,2.8762539081737364,0
7024,0,23,1,1,1,0,0,96,2.8818959067759593,0
7040,0,23,2,2,2,0,0,112,2.887548775049277,0
7056,0,23,1,1,3,0,0,160,2.8932125332145286,0
7072,0,21,2,2,3,0,0,256,2.89888720152764,0
7088,0,20,0,0,2,0,0,336,2.904572800279681,0
7104,0,18,2,2,2,0,0,240,2.910269349796917,0
7120,0,18,2,2,1,0,0,144,2.915976870440856,0
7136,0,19,6,6,1,0,0,32,2.9216953826083114,0
7152,0,24,5,5,3,0,0,112,2.927424906731437,0
7168,0,26,0,0,1,0,0,32,2.9331654632777995,0
7184,0,25,1,1,3,0,0,149.33333333333334,2.9389170727504146,0
7200,0,23,1,1,4,0,0,92,2.944679755687811,0
7216,0,20,1,1,3,0,0,112,2.9504535326640755,0
7232,0,18,1,1,2,0,0,400,2.9562384242889075,0
7248,0,17,1,1,0,0,0,NaN,2.962034451207671,0
7264,0,18,6,6,1,0,0,64,2.9678416341014504,0
7280,0,23,2,2,0,0,0,NaN,2.973659993687101,0
